Job Title,Job ID,Time Posted,Posted,AI Recommendation,Process,AI Rating,AI Explanation,Type,Rate,URL,Full Description,Client Location,Lead Amount Spent,Project Length,Hours/Week,Scraped?
Make.com automation to import Linear tickets into Notion,204,4/30/2025 6:27am,175 hrs ago,Maybe,,7,"The job is automation-related and requires skills in Make.com, which aligns well with your expertise. Although it is hourly and located in the UK, the client's payment is verified with a high rating of 5.0 and they have a significant amount spent, increasing the reliability of the client.",Hourly,$20.00,https://www.upwork.com/jobs/~021917541062927097063,Browse Scripting & Automation Jobs to find jobs just like this one!,GBR,$1K,Less than 1 month,Less than 30 hrs/week,checked
Senior Sales Development Representative for HubSpot Setup and Content Improvement,192,4/30/2025 6:05am,176 hrs ago,No,,4,"The job is located in Germany, not the preferred US or UK locations. It's also not primarily focused on business automation but rather sales and email marketing. Though payment is verified and the client has a good history, the alignment with your skills and preferences is low.",Hourly,$20.00,https://www.upwork.com/jobs/~021917535715312783530,,,,,,
Automate Pipedrive Weekly Sales Report Using Make.com,193,4/30/2025 6:02am,176 hrs ago,No,,4,"The job is located in Germany, which is outside of your top priority locations (US and UK). Although it's related to business automation and involves Make.com, the client has moderate spending history and rating, and it's an hourly position. Payment is verified, but the location and payment model do not align with your top preferences.",Hourly,$10.00,https://www.upwork.com/jobs/~021917534930206931696,,,,,,
Researcher Needed to Identify Real Estate Decision Makers in the US,185,4/30/2025 6:02am,176 hrs ago,No,,3,"Job is located in the US with payment verified and high spending, which is good, but it is a research job unrelated to business automation and is a low fixed price, which doesn't align with preferences.",Fixed,$10.00,https://www.upwork.com/jobs/~021917534837950625366,,,,,,
"Looking for No-Code Specialist to Help with Reminders Automation (text, email, phone)",176,4/30/2025 6:00am,176 hrs ago,Yes,,9,"The job is highly relevant, focused on automation. It's US-based, payment is verified with high spending, client has a perfect rating, and it involves tools like ClickUp and Airtable which match the user's skills. The only downside is it's hourly, not fixed-price.",Hourly,$30.00,https://www.upwork.com/jobs/~021917417715555802343,"I'm looking for a no-code specialist to help build out an appointments reminders automation system for a client.

They are currently running 200+ appointments/month and want to automate reminders for multiple stakeholders via email/text/phone calls, and build smart workflows on top of their no-code stack (Airtable, ClickUp, OnFleet).

We will help with architecture and roadmapping, but I'm looking for someone who could own the actual implementation of this automation using no-code tools.

I am looking to interview within the next two days and make a decision this week.

In your proposal if you could let me know a rough budget and timeline with which you could do this, and any sample similar projects you've done, that would be great.",United States,$21K,1 to 3 months,Less than 30 hrs/week,checked
Salesforce Technical Architect,194,4/30/2025 5:51am,176 hrs ago,No,,3,"The job is for a Salesforce Technical Architect in India, not aligned with US location preference. It is not directly related to business automation or the specific tools the user specializes in. While payment is verified and client rating is high, the job's focus and location do not match the user's top priorities.",Hourly,$10.00,https://www.upwork.com/jobs/~021917532201228423338,,,,,,
Airtable Matching Algorithm Development and Email Alerts,187,4/30/2025 5:47am,176 hrs ago,Maybe,,6,"The job is relevant to your skills in automation with Airtable. However, it's an hourly job located in the UK, which is slightly lower on your preference list. The client has payment verified but has no rating and only a small amount spent ($555), which may indicate a new or inexperienced client.",Hourly,$10.00,https://www.upwork.com/jobs/~021917531115158550261,"We are looking for a skilled developer to create a matching algorithm in Airtable and implement match alert update emails. The ideal candidate will have experience in database management and automation within Airtable. You will be responsible for designing an efficient algorithm that matches specific criteria and setting up automated email notifications to inform users of updates. If you have a strong background in Airtable and are passionate about enhancing user experience through effective matching solutions, we would love to hear from you.",GBR,$555,1 to 3 months,Less than 30 hrs/week,checked
Freelance Automation Specialist,199,4/30/2025 5:42am,176 hrs ago,Yes,,8,"The job is closely related to business automation and involves ClickUp, which aligns with your skills. The client's payment is verified, with a high rating of 4.97 and $2K spent, indicating reliability. Although it is an hourly job and located in the UK (slightly lower priority than US jobs), the match with your expertise and strong client profile makes it a good opportunity.",Hourly,$10.00,https://www.upwork.com/jobs/~021917529954845439574,"Let’s make things work smarter.

We’re Lower Street, a podcast agency that helps brands create shows that drive real business results. We’re growing fast, and we’re always looking for ways to scale the right way. That’s where you come in.

We’re on the hunt for a freelance Automation Specialist to help us streamline and supercharge the way we work.

This isn’t just about zaps and triggers (though yes, those too). We’re looking for someone who can look at the big picture, spot inefficiencies, and build smart, scalable systems that make our team’s lives easier.

What you'll be doing:

Audit our existing workflows across all departments (Sales, Marketing, Production and post production)

Collaborate with department leads to identify time drains and areas for improvement

Design and implement automations that remove friction and reduce manual tasks

Document everything clearly so the team can easily understand, maintain, and evolve what you build

Educate the team on what’s possible; we want someone who can bring ideas to the table that we haven’t even considered yet

Who you are:

You’re a systems thinker who gets a kick out of simplifying the complex

You’ve worked with teams like ours (agency, creative, production, or similar)

You know tools like Zapier, (or teach us Make if it’s preferable!), ClickUp, Sales CRM such as Close.com, Slack and Google inside out, and can figure out new ones quickly

You’re as much strategist as technician; you don’t just automate what’s there, you question whether it should be there at all

You’re available to jump in quickly and make an impact fast

Bonus points if:

You’ve built dashboards or internal tools that give teams better visibility and control

You’re excited by the idea of helping a small, scrappy team level up
Sound like you?

We’d love to hear from you. If you’re thinking: “This is totally me!” then be sure to apply here!

Please, sneak the word ‘Kiwi’ somewhere into your application to show us you read the whole job description.

We can’t wait to meet you!

PS, We do receive all applications, please do not apply through the Contact Us form on the website, thank you",United Kingdom,$1.9K,3 to 6 months,Less than 30 hrs/week,checked
Lawyer Lead Generation,191,4/30/2025 4:18am,177 hrs ago,No,,3,"The job is focused on lead generation and list building for lawyers, which does not align with your expertise in business automation. It's located in the UK, which is not a top priority. Although payment is verified with a significant amount spent and a decent client rating, the focus and hourly wage do not match your preferences or skills.",Hourly,$3.00,https://www.upwork.com/jobs/~021917508736843822837,,,,,,
Linkedin or Apollo Lead scraping and workflow,189,4/30/2025 4:02am,178 hrs ago,No,,4,"Job is related to lead scraping and workflow setup rather than direct business automation. Client has payment verified and high rating, but low overall spend. Job is entry-level, fixed-price, but not US or UK based.",Fixed,$125.00,https://www.upwork.com/jobs/~021917504747801935823,,,,,,
AI Engineer for EdTech RAG Pipeline and Chatbot Development,190,4/30/2025 3:09am,179 hrs ago,No,,3,"The job location is India, while you prioritize US and slightly UK-based jobs. It does have a verified payment and high client rating but is not related to business automation, which is your expertise. Additionally, it is an hourly job, whereas you prefer fixed-price jobs.",Hourly,$15.00,https://www.upwork.com/jobs/~021917491210778050511,,,,,,
Make.com and LLM Expert for Content Generation Flow,200,4/30/2025 2:49am,179 hrs ago,No,,3,"The job is in Denmark, which does not align with the user's top geographic preferences. Although it is related to Make.com, the position is hourly, and the client has spent only $3K, which suggests limited overall spending and thus carries some risk. However, the client has a high rating of 4.93, which is a small positive factor, but not sufficient to elevate this opportunity above a 'No' recommendation.",Hourly,$8.00,https://www.upwork.com/jobs/~021917486227452239079,,,,,,
AI Cold DM &amp; Appointment Setter for SaaS MVP,198,4/30/2025 2:49am,179 hrs ago,No,,4,"The job is not located in the US or UK, which are your top and slightly lower priority locations, and it does not directly relate to business automation, which is your field of expertise. Although the payment is verified and the client has spent $2K with a decent rating, the location and nature of the job are not aligned with your preferences.",Hourly,$20.00,https://www.upwork.com/jobs/~021917486153781215183,,,,,,
"Email List Scraping of Top 10,000 Freelance Marketers Outside the USA",188,4/30/2025 2:32am,179 hrs ago,No,,4,"This job is located in the US, targets freelance marketers, and is an hourly job. While payment is verified and the client has a good rating and amount spent, it is not related to business automation, which is the user's expertise.",Hourly,$10.00,https://www.upwork.com/jobs/~021917482065063360245,,,,,,
GHL Chatbot expert,196,4/30/2025 2:16am,180 hrs ago,Yes,,8,"The job is related to GHL, which is one of your core skills, and involves business automation. It's located in the UK, which is a priority after US. The client has verified payment and has spent $9K, indicating reliability. The client's rating is 5.0, which is excellent. While it's an hourly job, the other factors are strong enough to recommend it.",Hourly,$10.00,https://www.upwork.com/jobs/~021917477998903074023,,,,,,
AI Webbuilder Integration related project,195,4/30/2025 2:15am,180 hrs ago,Maybe,,6,"The job is a fixed-price project related to GoHighLevel, which is a match. Payment is verified with high client spend and good rating. However, the job is located in Bangladesh and the budget is low, which affects the overall compatibility.",Fixed,$50.00,,,,,,,
Data Researcher Needed for Contact Collection,202,4/30/2025 2:15am,180 hrs ago,No,,3,"The job is a data entry role, which doesn't align with business automation skills. It's located in NLD, not US or UK. Although fixed-price, payment verified, and has high client rating, the client's spending is relatively low, indicating limited potential for further work.",Fixed,$75.00,https://www.upwork.com/jobs/~021917477665593240134,,,,,,
Data extractor/ Music supervisors,186,4/30/2025 1:23am,180 hrs ago,No,,3,"The job is located in the United States and has a verified payment with a high amount spent and high client rating. However, it is a data mining/scraping job, not a business automation role, and the fixed price is very low.",Fixed,$15.00,https://www.upwork.com/jobs/~021917464785613010677,,,,,,
📌 Make.com Expert Needed – Automate Stripe to Xero Payments,201,4/30/2025 1:23am,180 hrs ago,Maybe,,6,"The job requires skills in Make.com, which aligns with your expertise in business automation. It is a fixed-price job, which you prefer, and the client has verified payment and a high rating of 4.87 with $5K spent. However, the location is in Australia, which is not a top or slightly lower priority. Thus, it receives a balanced recommendation.",Fixed,$500.00,https://www.upwork.com/jobs/~021917464654143244395,,,,,,
Salesforce Technical Architect,197,4/30/2025 1:21am,180 hrs ago,No,,3,"The job is for a Salesforce Technical Architect which does not align with the user's expertise in business automation tools such as Make.com, n8n, etc. It is also located in India rather than in the US or the UK, which are higher priority for the user. Despite having a verified payment and a high client rating, the specifics of the role and location make it unsuitable.",Hourly,$9.00,https://www.upwork.com/jobs/~021917464215910076586,,,,,,
"Hubspot Email Marketing Automation, Funnels and Copy",203,4/30/2025 12:25am,181 hrs ago,No,,4,"The job is based in Australia, which is not a priority location, and it focuses on HubSpot email marketing automation, which may not align perfectly with your specified expertise areas. However, the client has verified payment, a high amount spent, and excellent ratings.",Hourly,$25.00,https://www.upwork.com/jobs/~021917450258638176207,,,,,,
E-commerce Automation Specialist Needed,184,4/30/2025 12:00am,182 hrs ago,Maybe,,6,"The job matches your skills in Make.com and automation, and the client has verified payment and a high rating with considerable spending history. However, the pay is hourly and the job is located in the Netherlands, which is less preferred.",Hourly,$10.00,https://www.upwork.com/jobs/~021917443906025029583,,,,,,
Salesforce Marketing Cloud Pro Edition Expert (Email Flow &amp; Stream Setup),183,4/29/2025 11:57pm,182 hrs ago,No,,3,"The job is not related to business automation or the platforms the user specializes in. It's located in Canada, which is outside the preferred US and UK locations. Despite being fixed-price and having a payment-verified client with a high rating, the relevance to skills is low.",Fixed,$120.00,https://www.upwork.com/jobs/~021917443031401667815,,,,,,
Development of SAAS AI GPT Product for Marketing Copy Generation,182,4/29/2025 11:35pm,182 hrs ago,Maybe,,7,"Job is located in the US with payment verified and high client rating. However, it's an hourly position focused on a SAAS AI product, which may not directly match business automation expertise. Consider if skills can be applied.",Hourly,$30.00,https://www.upwork.com/jobs/~021917437516726574311,,,,,,
CRM Workflow &amp; Reporting Automation (Salesforce + Aircall),181,4/29/2025 11:19pm,182 hrs ago,No,,3,"The job is focused on Salesforce and Aircall, which do not match the user's expertise in Make.com, n8n, ClickUp, Airtable, GHL, and Google Sheets. Additionally, the job is located in Cyprus, which is not a priority location. Despite fixed-price and payment verification, the skill and location mismatch lead to a low score.",Fixed,$88.00,https://www.upwork.com/jobs/~021917433537344831439,,,,,,
LinkedIn Research,180,4/29/2025 11:07pm,183 hrs ago,No,,3,"The job is not related to business automation, which is the user's expertise. It is an hourly job with low pay ($3 - $5 per hour), and while the client is in the US with verified payment and high spending, the nature of the work does not match the user's skills in automation tools like Make.com, n8n, ClickUp, Airtable, GoHighLevel, and Google Sheets.",Hourly,$3.00,https://www.upwork.com/jobs/~021917430486297124071,,,,,,
Need 4 Qualified B2B Leads (VP/Director of Estimating at Door Suppliers) by Friday (5/2/2025),179,4/29/2025 10:57pm,183 hrs ago,No,,3,"The job is fixed-price and located in the USA, which aligns well. However, it requires B2B lead generation, not business automation, which is not the user's expertise. Although the payment is verified and the client has high ratings, the low amount spent and the job's misalignment with the user's skills lead to a low recommendation.",Fixed,$20.00,https://www.upwork.com/jobs/~021917428077048615082,,,,,,
Lead Generation Expert Needed for Marketing Campaigns,178,4/29/2025 10:42pm,183 hrs ago,No,,3,"The job is located in the UK, which is lower priority, and it is not directly related to business automation. The payment is verified and the client has a high rating, but the job focus does not match your expertise.",Hourly,$10.00,https://www.upwork.com/jobs/~021917423948268306383,,,,,,
B2B Lead Generation Trial Paid Task,177,4/29/2025 10:17pm,183 hrs ago,No,,4,"The job is located in India, not the US or UK, and is focused on lead generation rather than business automation. However, it is fixed-price with payment verified and the client has a high rating and amount spent.",Fixed,$50.00,https://www.upwork.com/jobs/~021917417794469363663,,,,,,
Google Sheets Formula Assistance for Transaction Analysis,175,4/29/2025 9:52pm,184 hrs ago,Maybe,,7,"The job is located in the US, has payment verified, a high client rating of 4.97, and $9K spent, which are high priorities. Although it's not a fixed-price job, the hourly range is reasonable. However, the task is more focused on Google Sheets and not strictly within business automation, which is your top preference.",Hourly,$15.00,https://www.upwork.com/jobs/~021917411685707593461,,,,,,
No-Code Developer Needed for Airtable Projects,174,4/29/2025 9:14pm,185 hrs ago,Yes,,8,"The job is related to Airtable, aligning with your skills, and payment is verified with $15K spent indicating a reliable client. The 5.0 rating is excellent, suggesting a positive client experience. Although it's hourly and not located in the US or UK, the high client rating and payment verification make it highly recommended.",Hourly,$20.00,https://www.upwork.com/jobs/~021917402081222459343,,,,,,
Automation Specialist | Build Fully Automated Candidate Sourcing + Screening Bot for Zoho Recruit,173,4/29/2025 8:40pm,185 hrs ago,Maybe,,6,"The job is business automation-related, which is a good fit. It's a fixed-price job with payment verified, and the client has a high rating, which is positive. However, the job is located in Australia, whereas the user prefers US locations. The budget and amount spent by the client are moderate. These factors lead to a 'Maybe' recommendation.",Fixed,$800.00,https://www.upwork.com/jobs/~021917393524429993717,,,,,,
Automate Email to Google Sheet,172,4/29/2025 8:35pm,185 hrs ago,Maybe,,6,"The job is business automation-related, involves Google Sheets, and has a fixed price, which aligns with preferences. The client has payment verified, a high amount spent, and excellent ratings, enhancing credibility. However, the job is in Australia, so it might not align with the top location preference for US jobs.",Fixed,$40.00,https://www.upwork.com/jobs/~021917392259893475061,,,,,,
Zapier and N8N Automation Expert Needed,171,4/29/2025 8:33pm,185 hrs ago,Maybe,,7,"The job is in the US, which is a top priority for you, and is related to business automation, which aligns with your expertise. Payment is verified, which is preferred, but the client rating is slightly above 4 with $1K spent, which could be better. However, it aligns well with your skills in N8N and Google Sheets. It's an hourly job, which is not your preference, but could be worth considering due to the other positive factors.",Hourly,$3.00,https://www.upwork.com/jobs/~021917391649359265743,,,,,,
AI Automation &amp; Marketing Workflow Specialist,170,4/29/2025 8:31pm,185 hrs ago,Maybe,,7,"The job is located in the US and focuses on automation jobs, which aligns well with your skills. However, it is an hourly position rather than fixed-price. The client's payment is verified, but with a relatively low amount spent ($394). The client has a good rating of 4.87 out of 5, which is a positive factor.",Hourly,$10.00,https://www.upwork.com/jobs/~021917391302693919975,,,,,,
Automation of Social Media Marketing for Skateboarding App,169,4/29/2025 8:09pm,186 hrs ago,Yes,,9,"The job is a fixed-price position located in the US, which is the user's top priority. It involves business automation work, relevant to the user's expertise. The client has a high rating of 4.97 and a significant amount spent ($10K), with payment verified, indicating reliability.",Fixed,$400.00,https://www.upwork.com/jobs/~021917385665177976783,,,,,,
CRM Data Migration to HubSpot,168,4/29/2025 8:09pm,186 hrs ago,Yes,,8,"The job is located in the US, with payment verified and a high client rating of 5.0. Although the job involves CRM data migration, which is not directly aligned with business automation, the payment is fixed at $2,000, matching the user's preference. The client has spent $1K, indicating trustworthiness, though more spend would be preferable.",Fixed,$2.00,https://www.upwork.com/jobs/~021917385574985932007,,,,,,
Lead Generation for Landscaping Companies,167,4/29/2025 7:54pm,186 hrs ago,No,,3,"This job is not aligned with your priority skills in business automation and instead focuses on lead generation and data mining. Although it is a fixed-price job in the US with a payment-verified client who has a high rating and significant spend, the task itself does not match your expertise.",Fixed,$5.00,https://www.upwork.com/jobs/~021917381819405940310,,,,,,
Build a make.com automation for me,166,4/29/2025 7:34pm,186 hrs ago,Yes,,9,"This is a fixed-price job located in the US and aligns perfectly with your expertise in Make.com and n8n.com. The client's payment is verified, with a high amount spent ($19K), and their rating of 4.52 is quite strong. It offers a good opportunity to leverage your skills in business automation.",Fixed,$50.00,https://www.upwork.com/jobs/~021917376735993378390,,,,,,
Scrape eCommerce Brands Email Leads,165,4/29/2025 6:33pm,187 hrs ago,No,,3,"The job is located in Australia, which is not a priority location. The client's payment is verified but has only spent $41, which is not significant. Additionally, the client has no ratings yet, and the job is focused on data scraping and lead generation, not business automation.",Fixed,$150.00,https://www.upwork.com/jobs/~021912634724180140784,,,,,,
Voice Platform Automation – No-Code / Low-Code Contractor,164,4/29/2025 6:24pm,187 hrs ago,Yes,,9,"The job is located in the US and is related to automation, aligning with your skills. It has payment verified, a high client rating of 5.0, and a large amount spent ($106K). The hourly rate is acceptable, even though fixed-price is preferred.",Hourly,$20.00,https://www.upwork.com/jobs/~021917359394800582726,,,,,,
Full-Time Make.com Workflow Specialist Needed,163,4/29/2025 6:09pm,188 hrs ago,Yes,,9,"The job is based in the USA, matches your expertise in Make.com, and the client has verified payment with a perfect 5.0 rating. While it is an hourly job, it is close to your preferences with a good hourly rate and a high likelihood for long-term engagement.",Hourly,$25.00,https://www.upwork.com/jobs/~021917355547727005730,,,,,,
Contact List Compilation for Commercial Real Estate Brokers,162,4/29/2025 5:44pm,188 hrs ago,No,,3,"While the job is located in the US and the client has payment verified with a high rating, the job is unrelated to business automation. It focuses on data entry and list compilation, which does not align with the user's skills in business automation technologies like Make.com, n8n, and others.",Hourly,$3.00,https://www.upwork.com/jobs/~021917349138687887394,,,,,,
"Systems Integrator – CRM, No-Code Automations &amp; Scraping Pipeline",161,4/29/2025 5:40pm,188 hrs ago,Maybe,,7,"Job is US-based with payment verified and a good amount spent, which is high priority. However, preference for fixed-price jobs is unmet as this is hourly. The client's high rating of 4.81 is attractive, and the role focuses on automation which aligns with your expertise. Location in Thailand lowers priority.",Hourly,$20.00,https://www.upwork.com/jobs/~021917348116254212166,,,,,,
Expert Engineer Needed for Lovable AI Agents Development,160,4/29/2025 5:21pm,188 hrs ago,No,,3,"The job is located in the US and has payment verified, which is positive. However, it is an hourly job, the client has a 0.0 rating, and the project spent is only $201. Additionally, the job focus is on AI and machine learning, which does not align with your business automation expertise in tools like Make.com, n8n, ClickUp, Airtable, or GHL.",Hourly,$30.00,https://www.upwork.com/jobs/~021917343258764327664,,,,,,
I am looking for someone to work with long term on building out a GHL agency for painting businesses,159,4/29/2025 5:01pm,189 hrs ago,Yes,,9,"The job is a strong match for your skills in business automation, especially with GoHighLevel (GHL). It is located in the US, where you have a top priority preference, and the client has a verified payment status with a high amount spent ($43K) and a perfect rating (5.0). Although it's an hourly position, the long-term nature and alignment with your expertise make it highly suitable.",Hourly,$15.00,https://www.upwork.com/jobs/~021917338525141471411,,,,,,
Lead Generation &amp; Data Scraper | Refuse/Waste Collection Industry (SIC/NAICS Codes),158,4/29/2025 5:00pm,189 hrs ago,No,,4,"The job is fixed-price and located in the US with a verified payment and high client rating, but it is not directly related to business automation, which is the user's expertise preference.",Fixed,$15.00,https://www.upwork.com/jobs/~021917337919616449581,,,,,,
Scraping Internet for residential and commercial roofing companies,157,4/29/2025 4:54pm,189 hrs ago,No,,3,"The job is not related to business automation, focuses on data scraping and entry instead. Although it's located in the US with payment verified and high client rating, the hourly, low pay rate and relevance to user's skills are not aligned.",Hourly,$5.00,https://www.upwork.com/jobs/~021917027953164680237,,,,,,
"Expert in Google Sheets, Google Sheets scripts, and libraries with some finance background.",156,4/29/2025 4:47pm,189 hrs ago,No,,4,"The job is well-suited to your skills in Google Sheets, but it is located in Mexico, which is not a preferred location for you. Additionally, the client has spent a moderate amount, but not as high as expected. Despite the 5.0 rating and payment verification, the low fixed price of $60 for expert-level work makes it less attractive.",Fixed,$60.00,https://www.upwork.com/jobs/~021917334818033499181,,,,,,
I want someone to debug a n8n json,155,4/29/2025 4:36pm,189 hrs ago,No,,4,"The job is a fixed-price project with an appropriate scope in n8n, which matches your skills. However, the job is located in Belgium, which is not a high priority for you, and the budget is quite low at $15. While the client has a high rating and verified payment with considerable spending, the overall compensation does not meet the expected threshold for your expertise.",Fixed,$15.00,https://www.upwork.com/jobs/~021917332142067547181,,,,,,
Automation and AI Specialist Needed for Business Software Integration,154,4/29/2025 4:34pm,189 hrs ago,Yes,,9,"The job is located in the US, focuses on business automation, and has a verified payment with a high amount spent ($52K). Although the client has a rating of 0.0, which usually indicates no reviews yet, the high spending suggests reliability. It aligns well with your business automation expertise and toolsets.",Hourly,$50.00,https://www.upwork.com/jobs/~021917331485562800162,,,,,,
Google Sheets Specialist - Crew Scheduling Spreadsheet,153,4/29/2025 4:26pm,189 hrs ago,Yes,,9,"The job is located in the US, aligns with your skills in Google Sheets, and the client has a verified payment method, a perfect rating of 5.0, and has spent $4K, indicating reliability. Although it is hourly, the overall fit is excellent.",Hourly,$10.00,https://www.upwork.com/jobs/~021917329496980061229,,,,,,
AI Automation Exper,152,4/29/2025 4:19pm,189 hrs ago,Maybe,,6,"The job matches the user's automation expertise, including Make.com and n8n, and the client has a high rating of 5.0 with payment verified. However, the job is located in Canada, which is outside the user's top priority locations, and prefers hourly payment instead of fixed-price.",Hourly,$10.00,,,,,,,
Excel Visual Basic,151,4/29/2025 3:56pm,190 hrs ago,No,,3,"Job is unrelated to business automation, involves Excel Visual Basic instead. It's in Djibouti, not the US or UK. While the client has high spend and rating, location and job field are low priority for user's preferences.",Fixed,$60.00,https://www.upwork.com/jobs/~021917322095656696877,,,,,,
Build AI Phone Answering Assistant with Scheduling Integration (Twilio + Voice AI + GPT),150,4/29/2025 3:46pm,190 hrs ago,Maybe,,6,"The job is in the US and has payment verified, which is a plus. The client has a decent rating (4.3) but has spent only $350, indicating limited experience on the platform. The role is interesting but more focused on AI and NLP development rather than business automation, slightly outside your main expertise. Also, it is an hourly job, which is less preferred, but still open.",Hourly,$10.00,https://www.upwork.com/jobs/~021917319343254046754,,,,,,
"Automation Gmail to saved pdf documents with Zapier, G-Drive, pdf.co, etc.",149,4/29/2025 3:42pm,190 hrs ago,Maybe,,7,"The job is located in the US, payment is verified, and the client has a high spending history of $9K with a perfect 5.0 rating. However, it focuses on Zapier, which is not one of the user's top skills but is partially related to business automation. Also, it's an hourly job which is not the user's preferred fixed-price type.",Hourly,$15.00,https://www.upwork.com/jobs/~021917318455709662253,,,,,,
Build a Custom Quoting Tool in AppSheet,148,4/29/2025 3:25pm,190 hrs ago,No,,4,"The job is located in Canada, not the US or UK. It requires skills in AppSheet and Google Sheets, the latter of which aligns with your expertise. The client has payment verified and a high rating with a significant amount spent, which are positives. However, being hourly and in a non-preferred location lowers the score.",Hourly,$15.00,https://www.upwork.com/jobs/~021917314171374926893,,,,,,
"Investor Lead Generation for Startup, Real Estate, and Token Sales (VCs, Angels, Family Offices)",147,4/29/2025 3:25pm,190 hrs ago,No,,3,"The job is not related to business automation, is located in India, and has low spending history. It also has a low hourly rate which is not preferred, despite the client's high rating and verified payment.",Hourly,$3.00,https://www.upwork.com/jobs/~021917314167559927382,,,,,,
ADVANCED Hubspot Sales/Pipeline Dashboards,146,4/29/2025 3:12pm,191 hrs ago,Maybe,,6,"The job is located in the US, has payment verified, and the client has a high rating of 5.0. However, it focuses on HubSpot sales dashboards rather than general business automation, which aligns less with your specific expertise in tools like Make.com and ClickUp. The budget spent is on the lower side ($618), and it's an hourly job. Consider if you're open to branching into HubSpot Salesforce work.",Hourly,$30.00,https://www.upwork.com/jobs/~021917310904976326726,,,,,,
ChatGPT Bot for posting on Social Media,145,4/29/2025 3:10pm,191 hrs ago,Yes,,8,"The job is based in the US, which is top priority. It involves automation, which matches your skills, and the client has payment verified with $3K spent and a high rating of 4.94. Although it's hourly, the strong positives align well with your preferences.",Hourly,$8.00,https://www.upwork.com/jobs/~021917310392807887027,,,,,,
HubSpot migration expert,144,4/29/2025 2:35pm,191 hrs ago,Maybe,,7,"The job is located in the United States, which is a top priority, and the client has a high rating with verified payment and substantial spending. However, it is an hourly job and does not directly focus on business automation tools that align with the user's expertise.",Hourly,$10.00,,,,,,,
Lead Generation Specialist for Foot Locker,143,4/29/2025 2:28pm,191 hrs ago,No,,4,"The job is related to lead generation rather than business automation, which is not aligned with the user's expertise. It is an hourly job located in the US with payment verified, a high rating and some amount spent, but it does not cater directly to the user's skills in business automation platforms.",Hourly,$10.00,https://www.upwork.com/jobs/~021917299989400830022,,,,,,
Need Excel user to find contacts&#39; phones/emails via Google/LinkedIn &amp; format list,142,4/29/2025 2:07pm,192 hrs ago,No,,4,"The job is based in the USA with payment verified and a high client rating, which are positives. However, it is a low-budget data entry task involving Excel and does not match the user's specialization in business automation. The amount spent by the client is modest, indicating less experience compared to high-value clients. The fixed price is low considering the user's expertise.",Fixed,$20.00,https://www.upwork.com/jobs/~021917294380845402146,,,,,,
HubSpot ABM Landing Page Specialist (Freelance),141,4/29/2025 2:04pm,192 hrs ago,No,,5,"The job is in the US and has payment verified with a high amount spent and high client rating, which are strong positives. However, it is not related to business automation, which is your area of expertise. Additionally, it's primarily focused on HubSpot, which isn't listed among your skills.",Hourly,$15.00,https://www.upwork.com/jobs/~021917293949529788595,,,,,,
"GoHighLevel CRM &amp; Automation Specialist Needed – Final Build, QA, and Launch (Not a Migration)",140,4/29/2025 2:02pm,192 hrs ago,Maybe,,8,"The job involves GoHighLevel, which matches the user's skills, and is primarily focused on business automation. The client has a high rating of 5.0 and has spent $32K, indicating reliability. However, the job is located in the UK, which is a slightly lower priority than the US. It's an hourly job, whereas the user prefers fixed-price.",Hourly,$25.00,https://www.upwork.com/jobs/~021917293004643156038,,,,,,
Cold Outreach &amp; List Building Specialist for Home Water Treatment,139,4/29/2025 1:55pm,192 hrs ago,No,,4,"The job is located in the US and has payment verified with a high amount spent and high client ratings, which are positive aspects. However, the job requires skills in lead generation and list building, not business automation, making it not well-aligned with your expertise in automation tools like Make.com, n8n, and others. Additionally, it's an hourly job, while you prefer fixed-price jobs.",Hourly,$12.00,https://www.upwork.com/jobs/~021917291493746575394,,,,,,
✨ Digital Systems &amp; Ops Manager for Transformational Coaching Company,138,4/29/2025 1:54pm,192 hrs ago,Maybe,,7,"The job is located in the US, which is a top priority for you. The client has a high spending amount ($54K) and a solid rating (4.71), both of which are positives. However, the position is hourly and long-term, while you prefer fixed-price jobs. The role is not explicitly focused on business automation, but as a Digital Systems Manager, it could align with your skills in integrating and managing digital tools.",Hourly,$20.00,https://www.upwork.com/jobs/~021917291453413850157,,,,,,
Tech &amp; Automation Specialist Needed for Systems Integration,137,4/29/2025 1:53pm,192 hrs ago,Maybe,,7,"The job is in the US (top priority) and payment is verified with a high amount spent ($439K), indicating a reliable employer. While it is hourly, which is less preferable, the rate matches an intermediate level. The job focuses on systems integration and automation, aligning with business automation skills, but it does not specifically mention the tools you specialize in (Make.com, n8n, ClickUp, etc.). The client has a good rating of 4.22.",Hourly,$10.00,https://www.upwork.com/jobs/~021917291095633072307,,,,,,
LinkedIn Contact List Builder,136,4/29/2025 1:31pm,192 hrs ago,No,,4,"The job is located in the UK, which is acceptable but not a top priority. However, it's not aligned with your expertise in business automation. It offers a low fixed price ($10), which doesn't match your preference for higher fixed-price jobs. Despite the client having high ratings and a verified payment method, the job doesn't align with your skillset in automation. Therefore, it's not a good fit.",Fixed,$10.00,https://www.upwork.com/jobs/~021917285163911921734,,,,,,
